,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,1676808000.0,1844877000.0,398561000.0,380868000.0
Total Debt,3574803000.0,3153953000.0,3678836000.0,3886675000.0
Current Debt,706677000.0,400056000.0,468282000.0,735772000.0
Long Term Debt,2621295000.0,2529346000.0,2991759000.0,2942513000.0
Total Assets,13422423000.0,12509160000.0,11348513000.0,10896519000.0
Total Liabilities Net Minority Interest,6017217000.0,5555164000.0,6241908000.0,6610153000.0
Total Equity Gross Minority Interest,7405206000.0,6953996000.0,5106605000.0,4286366000.0
