,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,1333575000.0,748379000.0,1336345000.0,805725000.0
Capital Expenditure,-220263000.0,-167533000.0,-183406000.0,-211082000.0
Depreciation And Amortization,379577000.0,337842000.0,305046000.0,295660000.0
Free Cash Flow,1113312000.0,580846000.0,1152939000.0,594643000.0
Stock Based Compensation,43981000.0,40359000.0,30766000.0,30075000.0
