,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,11223000.0,12935000.0,23240000.0,89828000.0
Total Debt,359027000.0,280996000.0,210336000.0,202118000.0
Current Debt,11230000.0,17866000.0,14196000.0,12031000.0
Long Term Debt,277065000.0,204818000.0,148988000.0,152494000.0
Total Assets,981296000.0,990353000.0,816786000.0,791914000.0
Total Liabilities Net Minority Interest,530121000.0,544089000.0,495534000.0,478727000.0
Total Equity Gross Minority Interest,451175000.0,446264000.0,321252000.0,313187000.0
