,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,2319000000.0,1158000000.0,1989000000.0,2610400455.035035
Total Debt,6130000000.0,5144000000.0,6027000000.0,6509663443.501833
Current Debt,1411000000.0,1460000000.0,1444000000.0,1627718410.765935
Long Term Debt,4156000000.0,3127000000.0,4016000000.0,4325253234.258329
Total Assets,14434000000.0,13211000000.0,14173000000.0,14452203168.302452
Total Liabilities Net Minority Interest,8940000000.0,7918000000.0,8965000000.0,9492805363.604458
Total Equity Gross Minority Interest,5494000000.0,5293000000.0,5208000000.0,4959397804.697995
