,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,951800000.0,894100000.0,783700000.0,797300000.0
Capital Expenditure,-21400000.0,-22700000.0,-24600000.0,-34900000.0
Depreciation And Amortization,157400000.0,137300000.0,170000000.0,157100000.0
Free Cash Flow,930400000.0,871400000.0,759100000.0,762400000.0
Stock Based Compensation,300800000.0,346500000.0,338000000.0,330700000.0
