,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,112400000.0,147800000.0,106500000.0,133000000.0
Total Debt,643700000.0,695500000.0,745100000.0,945000000.0
Current Debt,136100000.0,215000000.0,113500000.0,243900000.0
Long Term Debt,429500000.0,391400000.0,531400000.0,595400000.0
Total Assets,2480100000.0,2490500000.0,2470400000.0,2529800000.0
Total Liabilities Net Minority Interest,1371000000.0,1405400000.0,1440200000.0,1624200000.0
Total Equity Gross Minority Interest,1109100000.0,1085100000.0,1030200000.0,905600000.0
