,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,402000000.0,361100000.0,310800000.0,224000000.0
Capital Expenditure,-45700000.0,-35300000.0,-29700000.0,-28100000.0
Depreciation And Amortization,58400000.0,54400000.0,43300000.0,39700000.0
Free Cash Flow,356300000.0,325800000.0,281100000.0,195900000.0
Stock Based Compensation,21200000.0,19500000.0,20200000.0,18400000.0
