,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,37122000.0,35661000.0,33541000.0,34852000.0
Total Debt,7184000.0,6162000.0,7403000.0,9569000.0
Total Assets,128181000.0,118498000.0,104873000.0,101760000.0
Total Liabilities Net Minority Interest,45883000.0,37636000.0,35517000.0,33597000.0
Total Equity Gross Minority Interest,82298000.0,80862000.0,69356000.0,68163000.0
