,2025-05-31,2024-05-31,2023-05-31,2022-05-31
Operating Cash Flow,23500000.0,12900000.0,49200000.0,50400000.0
Capital Expenditure,-6900000.0,-6100000.0,-6700000.0,-8200000.0
Depreciation And Amortization,12100000.0,17300000.0,19100000.0,20200000.0
Free Cash Flow,16600000.0,6800000.0,42500000.0,42200000.0
Stock Based Compensation,2600000.0,1900000.0,1700000.0,1900000.0
