,2025-09-30,2024-09-30,2023-09-30,2022-09-30
Cash And Cash Equivalents,575000000.0,623000000.0,1029000000.0,2214000000.0
Total Debt,6992000000.0,5911000000.0,5267000000.0,5444000000.0
Current Debt,1043000000.0,822000000.0,1327000000.0,774000000.0
Long Term Debt,4383000000.0,3774000000.0,2787000000.0,3651000000.0
Total Assets,26715000000.0,24349000000.0,21483000000.0,20928000000.0
Total Liabilities Net Minority Interest,18955000000.0,17443000000.0,15183000000.0,14337000000.0
Total Equity Gross Minority Interest,7760000000.0,6906000000.0,6300000000.0,6591000000.0
