,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,125189000.0,56776000.0,54330000.0,26279000.0
Total Debt,9659000.0,8033000.0,36235000.0,33097000.0
Current Debt,,,25000000.0,25000000.0
Total Assets,794253000.0,802772000.0,790652000.0,720836000.0
Total Liabilities Net Minority Interest,284043000.0,302845000.0,334036000.0,302557000.0
Total Equity Gross Minority Interest,510210000.0,499927000.0,456616000.0,418279000.0
