,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,180800000.0,169900000.0,216800000.0,285200000.0
Total Debt,5093300000.0,5010500000.0,5711200000.0,5787300000.0
Current Debt,1038000000.0,687700000.0,963400000.0,967200000.0
Long Term Debt,4055300000.0,4322800000.0,4747800000.0,4820100000.0
Total Assets,11864200000.0,11759400000.0,12280000000.0,11547900000.0
Total Liabilities Net Minority Interest,7126000000.0,6839800000.0,7592500000.0,7574600000.0
Total Equity Gross Minority Interest,4738200000.0,4919600000.0,4687500000.0,3973300000.0
