,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,826315000.0,687192000.0,444698000.0,492603000.0
Total Debt,3035697000.0,3040765000.0,2489890000.0,2593619000.0
Current Debt,12600000.0,15102000.0,10000000.0,10000000.0
Long Term Debt,2763563000.0,2771117000.0,2291717000.0,2414828000.0
Total Assets,7624056000.0,7377278000.0,6382869000.0,6129707000.0
Total Liabilities Net Minority Interest,4878396000.0,4803749000.0,4135363000.0,4207385000.0
Total Equity Gross Minority Interest,2745660000.0,2573529000.0,2247506000.0,1922322000.0
