,2025-06-30,2024-06-30,2023-06-30,2022-06-30
Cash And Cash Equivalents,104542000.0,154203000.0,195706000.0,104844000.0
Total Debt,603701000.0,187890000.0,207251000.0,214078000.0
Long Term Debt,552515000.0,148876000.0,173441000.0,174830000.0
Total Assets,1566880000.0,1005057000.0,1024929000.0,934439000.0
Total Liabilities Net Minority Interest,827290000.0,383554000.0,417480000.0,435096000.0
Total Equity Gross Minority Interest,739590000.0,621503000.0,607449000.0,499343000.0
