,2025-06-30,2024-06-30,2023-06-30,2022-06-30
Operating Cash Flow,69595000.0,92656000.0,90801000.0,77716000.0
Capital Expenditure,-28343000.0,-20298000.0,-24270000.0,-23891000.0
Depreciation And Amortization,35438000.0,28140000.0,28474000.0,29697000.0
Free Cash Flow,41252000.0,72358000.0,66531000.0,53825000.0
Stock Based Compensation,8691000.0,9811000.0,11710000.0,11168000.0
