,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,297400000.0,188200000.0,214300000.0,792800000.0
Total Debt,9349300000.0,7669200000.0,6373400000.0,6708100000.0
Current Debt,705200000.0,1043100000.0,499500000.0,699200000.0
Long Term Debt,8595800000.0,6579900000.0,5830600000.0,5962500000.0
Total Assets,34577000000.0,31334700000.0,28167500000.0,26980800000.0
Total Liabilities Net Minority Interest,14695500000.0,12467100000.0,10722700000.0,10943000000.0
Total Equity Gross Minority Interest,19881500000.0,18867600000.0,17444800000.0,16037800000.0
