,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,276800000.0,255800000.0,221300000.0,230100000.0
Total Debt,441900000.0,485400000.0,535000000.0,802100000.0
Current Debt,25000000.0,75000000.0,60000000.0,201800000.0
Long Term Debt,100000000.0,125000000.0,200000000.0,353200000.0
Total Assets,5052900000.0,4698000000.0,4462900000.0,4548600000.0
Total Liabilities Net Minority Interest,1109300000.0,1081700000.0,1114100000.0,1385400000.0
Total Equity Gross Minority Interest,3943600000.0,3616300000.0,3348800000.0,3163200000.0
