,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,1745000000.0,1666000000.0,1290000000.0,1286000000.0
Total Debt,13582000000.0,11933000000.0,12000000000.0,11533000000.0
Current Debt,718000000.0,4000000.0,47000000.0,226000000.0
Long Term Debt,12370000000.0,11394000000.0,11412000000.0,10730000000.0
Total Assets,61200000000.0,60221000000.0,60589000000.0,61784000000.0
Total Liabilities Net Minority Interest,25048000000.0,22713000000.0,22489000000.0,22040000000.0
Total Equity Gross Minority Interest,36152000000.0,37508000000.0,38100000000.0,39744000000.0
