,2026-01-31,2025-01-31,2024-01-31,2023-01-31
Cash And Cash Equivalents,1501000000.0,1543000000.0,2012000000.0,1886000000.0
Total Debt,3821000000.0,3362000000.0,3296000000.0,3249000000.0
Current Debt,,,,
Long Term Debt,2987000000.0,2984000000.0,2980000000.0,2976000000.0
Total Assets,18074000000.0,17977000000.0,16452000000.0,13486000000.0
Total Liabilities Net Minority Interest,10269000000.0,8943000000.0,8370000000.0,7901000000.0
Total Equity Gross Minority Interest,7805000000.0,9034000000.0,8082000000.0,5585000000.0
