,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,1801763000.0,1828848000.0,1735296000.0,1149373000.0
Capital Expenditure,-130248000.0,-127075000.0,-136249000.0,-139005000.0
Depreciation And Amortization,422804000.0,382927000.0,337636000.0,319427000.0
Free Cash Flow,1671515000.0,1701773000.0,1599047000.0,1010368000.0
Stock Based Compensation,47767000.0,47863000.0,46199000.0,47375000.0
