,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,457951000.0,373999000.0,409804000.0,345386000.0
Total Debt,2344442000.0,2134457000.0,3374402000.0,2431373000.0
Current Debt,1208975000.0,654346000.0,1417915000.0,226079000.0
Long Term Debt,1074334000.0,1425375000.0,1895432000.0,2158928000.0
Total Assets,16067543000.0,14631169000.0,15023533000.0,12431120000.0
Total Liabilities Net Minority Interest,5438757000.0,4975865000.0,6293342000.0,4954608000.0
Total Equity Gross Minority Interest,10628786000.0,9655304000.0,8730191000.0,7476512000.0
