,2025-09-30,2024-09-30,2023-09-30,2022-09-30
Operating Cash Flow,23059000000.0,19950000000.0,20755000000.0,18849000000.0
Capital Expenditure,-1482000000.0,-1257000000.0,-1059000000.0,-970000000.0
Depreciation And Amortization,1220000000.0,1034000000.0,943000000.0,861000000.0
Free Cash Flow,21577000000.0,18693000000.0,19696000000.0,17879000000.0
Stock Based Compensation,897000000.0,850000000.0,765000000.0,602000000.0
