,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,827000000.0,892000000.0,924000000.0,784000000.0
Total Debt,1001000000.0,974000000.0,1088000000.0,1073000000.0
Current Debt,58000000.0,9000000.0,93000000.0,9000000.0
Long Term Debt,744000000.0,744000000.0,744000000.0,785000000.0
Total Assets,8177000000.0,6447000000.0,6206000000.0,5863000000.0
Total Liabilities Net Minority Interest,6138000000.0,4369000000.0,4141000000.0,3702000000.0
Total Equity Gross Minority Interest,2039000000.0,2078000000.0,2065000000.0,2161000000.0
