,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,123773000.0,383303000.0,220912000.0,71152000.0
Total Debt,1239127000.0,1207991000.0,1118556000.0,658328000.0
Current Debt,25735000.0,42619000.0,35781000.0,8968000.0
Long Term Debt,1128927000.0,1090632000.0,1007662000.0,585015000.0
Total Assets,3303326000.0,3230068000.0,2535470000.0,1449215000.0
Total Liabilities Net Minority Interest,1734617000.0,1679229000.0,1513679000.0,951315000.0
Total Equity Gross Minority Interest,1568709000.0,1550839000.0,1021791000.0,497900000.0
