,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,1728781000.0,1260551000.0,1349176000.0,1241894000.0
Capital Expenditure,-141871000.0,-142542000.0,-102503000.0,-124215000.0
Depreciation And Amortization,233844000.0,195015000.0,145743000.0,135430000.0
Free Cash Flow,1586910000.0,1118009000.0,1246673000.0,1117679000.0
Stock Based Compensation,455175000.0,391219000.0,325611000.0,270439000.0
