,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,25200000.0,19100000.0,45200000.0,37200000.0
Total Debt,190800000.0,150900000.0,96900000.0,136600000.0
Current Debt,800000.0,3100000.0,32600000.0,70600000.0
Long Term Debt,129200000.0,84300000.0,,
Total Assets,1053600000.0,1067400000.0,1136700000.0,1167700000.0
Total Liabilities Net Minority Interest,411700000.0,397500000.0,344400000.0,385700000.0
Total Equity Gross Minority Interest,641900000.0,669900000.0,792300000.0,782000000.0
