,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,143500000.0,152600000.0,191600000.0,142900000.0
Capital Expenditure,-78500000.0,-74200000.0,-82400000.0,-67000000.0
Depreciation And Amortization,80500000.0,85700000.0,82100000.0,84300000.0
Free Cash Flow,65000000.0,78400000.0,109200000.0,75900000.0
Stock Based Compensation,3400000.0,600000.0,5100000.0,1700000.0
