,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,737646000.0,734577000.0,683898000.0,619640000.0
Capital Expenditure,-219152000.0,-232967000.0,-318528000.0,-324733000.0
Depreciation And Amortization,403312000.0,361741000.0,314124000.0,303870000.0
Free Cash Flow,518494000.0,501610000.0,365370000.0,294907000.0
Stock Based Compensation,71083000.0,69891000.0,72048000.0,73617000.0
