,2026-05-31,2025-05-31,2024-05-31,2023-05-31
Operating Cash Flow,2276280000.0,2165905000.0,2068500000.0,1586228000.0
Capital Expenditure,-395105000.0,-408884000.0,-409469000.0,-331109000.0
Depreciation And Amortization,512846000.0,494183000.0,456870000.0,419344000.0
Free Cash Flow,1881175000.0,1757021000.0,1659031000.0,1255119000.0
Stock Based Compensation,128076000.0,128329000.0,116986000.0,103621000.0
