,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,2408097000.0,1553642000.0,1389648000.0,1435163000.0
Total Debt,10001687000.0,7996080000.0,6722905000.0,7036894000.0
Current Debt,3345530000.0,2769974000.0,2126749000.0,2314056000.0
Long Term Debt,6656157000.0,5226106000.0,4596156000.0,4722838000.0
Total Assets,26408135000.0,17957031000.0,15476252000.0,14089260000.0
Total Liabilities Net Minority Interest,22179458000.0,14811042000.0,12193893000.0,11547767000.0
Total Equity Gross Minority Interest,4228677000.0,3145989000.0,3282359000.0,2541493000.0
