,2025-09-30,2024-09-30,2023-09-30,2022-09-30
Cash And Cash Equivalents,24100000.0,28500000.0,30000000.0,55900000.0
Total Debt,49000000.0,50400000.0,50200000.0,32100000.0
Current Debt,17500000.0,7500000.0,5200000.0,900000.0
Long Term Debt,22600000.0,32900000.0,34500000.0,21600000.0
Total Assets,566900000.0,592000000.0,626600000.0,641600000.0
Total Liabilities Net Minority Interest,135700000.0,130400000.0,125600000.0,151000000.0
Total Equity Gross Minority Interest,431200000.0,461600000.0,501000000.0,490600000.0
