Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2021-01-04 00:00:00-05:00,207.60000610351562,209.6699981689453,202.08999633789062,202.8800048828125,195.4686737060547,733400,0.0,0.0
2021-01-05 00:00:00-05:00,203.3300018310547,204.4499969482422,200.11000061035156,201.97000122070312,194.5919189453125,622300,0.0,0.0
2021-01-06 00:00:00-05:00,199.86000061035156,202.67999267578125,198.94000244140625,200.05999755859375,192.75169372558594,825400,0.0,0.0
2021-01-07 00:00:00-05:00,201.5800018310547,202.9600067138672,199.30999755859375,200.97000122070312,193.6284637451172,762700,0.0,0.0
2021-01-08 00:00:00-05:00,201.25,202.0500030517578,199.60000610351562,200.89999389648438,193.56097412109375,626400,0.0,0.0
2021-01-11 00:00:00-05:00,200.5800018310547,200.77999877929688,197.39999389648438,197.8699951171875,190.6416778564453,469400,0.0,0.0
2021-01-12 00:00:00-05:00,197.27000427246094,197.97000122070312,193.77999877929688,196.63999938964844,189.45660400390625,454400,0.0,0.0
2021-01-13 00:00:00-05:00,196.8300018310547,198.69000244140625,195.9199981689453,196.8800048828125,189.68785095214844,653500,0.0,0.0
2021-01-14 00:00:00-05:00,197.3800048828125,197.8000030517578,192.25,193.8800048828125,186.79747009277344,671800,0.0,0.0
2021-01-15 00:00:00-05:00,192.33999633789062,193.16000366210938,188.74000549316406,190.02000427246094,183.07847595214844,1173300,0.0,0.0
2021-01-19 00:00:00-05:00,189.38999938964844,192.60000610351562,189.38999938964844,191.3699951171875,184.37913513183594,636100,0.0,0.0
2021-01-20 00:00:00-05:00,192.22999572753906,195.82000732421875,191.22000122070312,194.7100067138672,187.59715270996094,692000,0.0,0.0
2021-01-21 00:00:00-05:00,193.13999938964844,196.16000366210938,193.07000732421875,194.8699951171875,187.75128173828125,588700,0.0,0.0
2021-01-22 00:00:00-05:00,194.22999572753906,194.7899932861328,191.74000549316406,192.75999450683594,185.71835327148438,521100,0.0,0.0
2021-01-25 00:00:00-05:00,192.7899932861328,192.7899932861328,188.33999633789062,188.67999267578125,181.78736877441406,1223800,0.0,0.0
2021-01-26 00:00:00-05:00,187.61000061035156,190.38999938964844,185.99000549316406,188.5,181.6139678955078,1027600,0.0,0.0
2021-01-27 00:00:00-05:00,187.36000061035156,188.02999877929688,183.25,184.27000427246094,177.5384979248047,776800,0.0,0.0
2021-01-28 00:00:00-05:00,183.52999877929688,189.41000366210938,182.6999969482422,186.42999267578125,179.61959838867188,765900,0.0,0.0
