Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2021-01-04 00:00:00+00:00,321.0,331.0,321.0,328.79998779296875,328.3630065917969,1458027,0.0,0.0
2021-01-05 00:00:00+00:00,329.3999938964844,334.20001220703125,327.20001220703125,331.6000061035156,331.1593933105469,2242624,0.0,0.0
2021-01-06 00:00:00+00:00,340.0,342.3999938964844,332.3999938964844,341.6000061035156,341.1461486816406,2183722,0.0,0.0
2021-01-07 00:00:00+00:00,350.6000061035156,351.3999938964844,342.6000061035156,345.3999938964844,344.9410095214844,1448035,0.0,0.0
2021-01-08 00:00:00+00:00,352.20001220703125,352.20001220703125,343.3999938964844,345.3999938964844,344.9410095214844,1095954,0.0,0.0
2021-01-11 00:00:00+00:00,345.6000061035156,348.3999938964844,341.3999938964844,341.6000061035156,341.1461486816406,991169,0.0,0.0
2021-01-12 00:00:00+00:00,338.79998779296875,343.0,336.79998779296875,337.6000061035156,337.1513977050781,2185535,0.0,0.0
2021-01-13 00:00:00+00:00,330.0,344.0,330.0,333.79998779296875,333.3564758300781,3387168,0.0,0.0
2021-01-14 00:00:00+00:00,342.6000061035156,355.1000061035156,339.20001220703125,347.3999938964844,346.9383544921875,1728092,0.0,0.0
2021-01-15 00:00:00+00:00,337.20001220703125,346.79998779296875,334.6000061035156,340.0,339.54815673828125,977413,0.0,0.0
2021-01-18 00:00:00+00:00,334.3999938964844,341.20001220703125,334.3999938964844,340.0,339.54815673828125,729916,0.0,0.0
2021-01-19 00:00:00+00:00,347.6000061035156,347.6000061035156,334.6000061035156,336.20001220703125,335.75323486328125,1097222,0.0,0.0
2021-01-20 00:00:00+00:00,344.6000061035156,344.6000061035156,336.3999938964844,342.3999938964844,341.9449768066406,1374868,0.0,0.0
2021-01-21 00:00:00+00:00,350.3999938964844,360.0,345.0719909667969,345.79998779296875,345.3404846191406,1309836,0.0,0.0
2021-01-22 00:00:00+00:00,350.0,350.0,336.20001220703125,338.3999938964844,337.9503479003906,1714614,0.0,0.0
2021-01-25 00:00:00+00:00,347.20001220703125,347.20001220703125,329.79998779296875,331.6000061035156,331.1593933105469,1188643,0.0,0.0
2021-01-26 00:00:00+00:00,332.3999938964844,341.3999938964844,330.6000061035156,337.20001220703125,336.7519226074219,1246647,0.0,0.0
2021-01-27 00:00:00+00:00,330.79998779296875,335.3999938964844,324.79998779296875,329.0,328.5627746582031,1065335,0.0,0.0
2021-01-28 00:00:00+00:00,327.79998779296875,332.79998779296875,321.20001220703125,331.79998779296875,331.35906982421875,1399153,0.0,0.0
2021-01-29 00:00:00+00:00,327.79998779296875,330.0,323.0,325.6000061035156,325.1673278808594,1258270,0.0,0.0
2021-02-01 00:00:00+00:00,328.6000061035156,331.3999938964844,325.0,328.79998779296875,328.3630065917969,712489,0.0,0.0
2021-02-02 00:00:00+00:00,324.79998779296875,331.20001220703125,324.6000061035156,328.3999938964844,327.9635314941406,1169149,0.0,0.0
2021-02-03 00:00:00+00:00,336.79998779296875,336.79998779296875,325.3999938964844,335.0,334.5548400878906,3277911,0.0,0.0
