,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,1770000000.0,760000000.0,1158000000.0,881000000.0
Total Debt,8430000000.0,8658000000.0,8537000000.0,8884000000.0
Current Debt,745000000.0,1344000000.0,1601000000.0,1643000000.0
Long Term Debt,7411000000.0,7014000000.0,6609000000.0,6852000000.0
Total Assets,25068000000.0,25298000000.0,27136000000.0,28742000000.0
Total Liabilities Net Minority Interest,17287000000.0,18578000000.0,18667000000.0,19259000000.0
Total Equity Gross Minority Interest,7781000000.0,6720000000.0,8469000000.0,9483000000.0
