,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,3492000000.0,2886000000.0,2363000000.0,1711000000.0
Total Debt,35070000000.0,36950000000.0,39730000000.0,43139000000.0
Current Debt,3209000000.0,4171000000.0,4193000000.0,4271000000.0
Long Term Debt,31332000000.0,32194000000.0,35039000000.0,38351000000.0
Total Assets,109290000000.0,118899000000.0,118716000000.0,153546000000.0
Total Liabilities Net Minority Interest,61145000000.0,68904000000.0,65782000000.0,77836000000.0
Total Equity Gross Minority Interest,48145000000.0,49995000000.0,52934000000.0,75710000000.0
