,2025-06-30,2024-06-30,2023-06-30,2022-06-30
Operating Cash Flow,287556000.0,298981000.0,254393000.0,325272000.0
Capital Expenditure,-31006000.0,-62877000.0,-38244000.0,-44908000.0
Depreciation And Amortization,109903000.0,111711000.0,107238000.0,101069000.0
Free Cash Flow,256550000.0,236104000.0,216149000.0,280364000.0
Stock Based Compensation,40833000.0,38042000.0,39230000.0,42183000.0
