,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,987600000.0,832500000.0,645400000.0,297200000.0
Capital Expenditure,-326000000.0,-315800000.0,-310700000.0,-298200000.0
Depreciation And Amortization,574800000.0,537800000.0,524400000.0,519000000.0
Free Cash Flow,661600000.0,516700000.0,334700000.0,-1000000.0
Stock Based Compensation,145600000.0,121200000.0,100300000.0,82800000.0
