,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,955772000.0,968346000.0,965874000.0,859067000.0
Capital Expenditure,-107124000.0,-103898000.0,-105323000.0,-121241000.0
Depreciation And Amortization,125610000.0,123221000.0,121164000.0,113023000.0
Free Cash Flow,848648000.0,864448000.0,860551000.0,737826000.0
Stock Based Compensation,22512000.0,19979000.0,17928000.0,19661000.0
