,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,3622000000.0,3396000000.0,2942000000.0,2737000000.0
Capital Expenditure,-1906000000.0,-1008000000.0,-1084000000.0,-966000000.0
Depreciation And Amortization,2238000000.0,2449000000.0,2143000000.0,1893000000.0
Free Cash Flow,1716000000.0,2388000000.0,1858000000.0,1771000000.0
Stock Based Compensation,176000000.0,162000000.0,143000000.0,158000000.0
