,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,2761000000.0,2133000000.0,2251000000.0,1990000000.0
Total Debt,11718000000.0,9965000000.0,9699000000.0,8823000000.0
Current Debt,3200000000.0,1452000000.0,2048000000.0,1295000000.0
Long Term Debt,7891000000.0,7879000000.0,7015000000.0,6856000000.0
Total Assets,796704000000.0,732819000000.0,805010000000.0,835156000000.0
Total Liabilities Net Minority Interest,774536000000.0,707666000000.0,779066000000.0,807005000000.0
Total Equity Gross Minority Interest,22168000000.0,25153000000.0,25944000000.0,28151000000.0
