,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,199300000.0,183000000.0,94400000.0,55800000.0
Total Debt,909300000.0,806400000.0,659900000.0,708900000.0
Current Debt,0.0,38800000.0,51000000.0,44500000.0
Long Term Debt,404900000.0,237600000.0,155200000.0,218400000.0
Total Assets,2796000000.0,2660300000.0,2610300000.0,2750200000.0
Total Liabilities Net Minority Interest,1922400000.0,1817800000.0,1576600000.0,1720500000.0
Total Equity Gross Minority Interest,873600000.0,842500000.0,1033700000.0,1029700000.0
