,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,131000000.0,119000000.0,155000000.0,334000000.0
Total Debt,7267000000.0,6544000000.0,6497000000.0,6730000000.0
Current Debt,1541000000.0,1374000000.0,1256000000.0,803000000.0
Long Term Debt,5629000000.0,5067000000.0,5100000000.0,5745000000.0
Total Assets,14757000000.0,15133000000.0,14917000000.0,15829000000.0
Total Liabilities Net Minority Interest,12367000000.0,11629000000.0,11478000000.0,12075000000.0
Total Equity Gross Minority Interest,2390000000.0,3504000000.0,3439000000.0,3754000000.0
