,2025-06-30,2024-06-30,2023-06-30,2022-06-30
Cash And Cash Equivalents,2200000000.0,1130000000.0,1813000000.0,2765000000.0
Total Debt,24401000000.0,22105000000.0,21355000000.0,19385000000.0
Current Debt,2928000000.0,2885000000.0,2142000000.0,1846012031.826121
Long Term Debt,20820000000.0,18616000000.0,18649000000.0,17543000000.0
Total Assets,49322000000.0,45474000000.0,44883000000.0,44183000000.0
Total Liabilities Net Minority Interest,36144000000.0,33404000000.0,33174000000.0,32672000000.0
Total Equity Gross Minority Interest,13178000000.0,12070000000.0,11709000000.0,11511000000.0
