,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,13755000.0,16901000.0,20012000.0,16336000.0
Capital Expenditure,-1012000.0,-851000.0,-479000.0,-1245000.0
Depreciation And Amortization,2118000.0,1909000.0,2343000.0,4521000.0
Free Cash Flow,12743000.0,16050000.0,19533000.0,15091000.0
Stock Based Compensation,1201000.0,272000.0,0.0,
