,2025-09-30,2024-09-30,2023-09-30,2022-09-30
Cash And Cash Equivalents,184415000.0,265808000.0,288103000.0,272182000.0
Total Debt,1369867000.0,1930326000.0,1888977000.0,1540203000.0
Current Debt,25000000.0,521500000.0,9375000.0,
Long Term Debt,1172434000.0,1227072000.0,1686410000.0,1350628000.0
Total Assets,6617172000.0,6383542000.0,6288842000.0,4687268000.0
Total Liabilities Net Minority Interest,2790943000.0,3169144000.0,3611552000.0,2391234000.0
Total Equity Gross Minority Interest,3826229000.0,3214398000.0,2677290000.0,2296034000.0
