,2025-06-30,2024-06-30,2023-06-30,2022-06-30
Cash And Cash Equivalents,101953000.0,38284000.0,12243000.0,48787000.0
Total Debt,,150000000.0,275000000.0,115067000.0
Current Debt,,90000000.0,,67000.0
Long Term Debt,,60000000.0,275000000.0,115000000.0
Total Assets,3043970000.0,2924481000.0,2773826000.0,2455564000.0
Total Liabilities Net Minority Interest,913138000.0,1082117000.0,1165316000.0,1073941000.0
Total Equity Gross Minority Interest,2130832000.0,1842364000.0,1608510000.0,1381623000.0
