,2026-06-30,2025-06-30,2024-06-30,2023-06-30
Operating Cash Flow,761960000.0,641504000.0,568041000.0,381559000.0
Capital Expenditure,-255454000.0,-231166000.0,-232423000.0,-206984000.0
Depreciation And Amortization,213241000.0,204751000.0,199904000.0,190726000.0
Free Cash Flow,506506000.0,410338000.0,335618000.0,174575000.0
Stock Based Compensation,32460000.0,28392000.0,28873000.0,28611000.0
