,2025-08-31,2024-08-31,2023-08-31,2022-08-31
Operating Cash Flow,333717000.0,410696000.0,699582000.0,246183000.0
Capital Expenditure,-92840000.0,-99406000.0,-92493000.0,-61373000.0
Depreciation And Amortization,92417000.0,82874000.0,76321000.0,70638000.0
Free Cash Flow,240877000.0,311290000.0,607089000.0,184810000.0
Stock Based Compensation,12551000.0,18848000.0,18639000.0,19264000.0
