,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,2015000000.0,2111000000.0,2031000000.0,1333000000.0
Capital Expenditure,-684000000.0,-541000000.0,-445000000.0,-256000000.0
Depreciation And Amortization,254000000.0,237000000.0,214000000.0,205000000.0
Free Cash Flow,1331000000.0,1570000000.0,1586000000.0,1077000000.0
Stock Based Compensation,64000000.0,62000000.0,62000000.0,48000000.0
