,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Cash And Cash Equivalents,96000000.0,59900000.0,95300000.0,166200000.0
Total Debt,12100000.0,15200000.0,16900000.0,2900000.0
Current Debt,,,0.0,100000.0
Total Assets,321900000.0,313700000.0,311600000.0,336100000.0
Total Liabilities Net Minority Interest,75200000.0,75900000.0,72400000.0,54500000.0
Total Equity Gross Minority Interest,246700000.0,237800000.0,239200000.0,281600000.0
