,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,286500000.0,319400000.0,337500000.0,308200000.0
Capital Expenditure,-119900000.0,-181800000.0,-189000000.0,-152400000.0
Depreciation And Amortization,137000000.0,135800000.0,126200000.0,120700000.0
Free Cash Flow,166600000.0,137600000.0,148500000.0,155800000.0
Stock Based Compensation,5000000.0,5000000.0,-4200000.0,-11000000.0
