,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,599000000.0,834000000.0,440000000.0,456000000.0
Total Debt,13331000000.0,11541000000.0,19341000000.0,20409000000.0
Current Debt,4013000000.0,1604000000.0,6108000000.0,5885000000.0
Long Term Debt,9069000000.0,9686000000.0,12970000000.0,14206000000.0
Total Assets,33488000000.0,33784000000.0,54973000000.0,63278000000.0
Total Liabilities Net Minority Interest,19586000000.0,18084000000.0,35917000000.0,35872000000.0
Total Equity Gross Minority Interest,13902000000.0,15700000000.0,19056000000.0,27406000000.0
