,2025-11-30,2024-11-30,2023-11-30,2022-11-30
Operating Cash Flow,962200000.0,921900000.0,1237300000.0,651500000.0
Capital Expenditure,-221800000.0,-274900000.0,-263900000.0,-262000000.0
Depreciation And Amortization,231300000.0,208800000.0,199300000.0,200600000.0
Free Cash Flow,740400000.0,647000000.0,973400000.0,389500000.0
Stock Based Compensation,46200000.0,47400000.0,63400000.0,60300000.0
