,2025-11-30,2024-11-30,2023-11-30,2022-11-30
Cash And Cash Equivalents,95900000.0,186100000.0,166600000.0,334000000.0
Total Debt,4164000000.0,4508500000.0,4591300000.0,5325700000.0
Current Debt,890500000.0,748300000.0,1071500000.0,1507300000.0
Long Term Debt,3105800000.0,3593600000.0,3339900000.0,3642300000.0
Total Assets,13200400000.0,13070300000.0,12862300000.0,13124900000.0
Total Liabilities Net Minority Interest,7432300000.0,7753500000.0,7778800000.0,8425700000.0
Total Equity Gross Minority Interest,5768100000.0,5316800000.0,5083500000.0,4699200000.0
