,2025-09-30,2024-09-30,2023-09-30,2022-09-30
Cash And Cash Equivalents,81700000.0,55500000.0,62400000.0,41700000.0
Total Debt,464900000.0,552100000.0,397300000.0,439700000.0
Current Debt,900000.0,0.0,300000.0,30500000.0
Long Term Debt,380200000.0,479800000.0,316800000.0,340100000.0
Total Assets,1809400000.0,1772100000.0,1589300000.0,1379000000.0
Total Liabilities Net Minority Interest,815200000.0,877400000.0,687300000.0,710800000.0
Total Equity Gross Minority Interest,994200000.0,894700000.0,902000000.0,668200000.0
