,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,201000000.0,414000000.0,458000000.0,351000000.0
Total Debt,22907000000.0,23900000000.0,16229000000.0,14984000000.0
Current Debt,711000000.0,1359000000.0,334000000.0,414000000.0
Long Term Debt,22196000000.0,22541000000.0,15895000000.0,14570000000.0
Total Assets,45835000000.0,44567000000.0,32823000000.0,31367000000.0
Total Liabilities Net Minority Interest,35844000000.0,36313000000.0,25927000000.0,24503000000.0
Total Equity Gross Minority Interest,9991000000.0,8254000000.0,6896000000.0,6864000000.0
