,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,7408000000.0,6805000000.0,11599000000.0,11018000000.0
Capital Expenditure,-2112000000.0,-2064000000.0,-1852000000.0,-1484000000.0
Depreciation And Amortization,1050000000.0,1075000000.0,1128000000.0,1260000000.0
Free Cash Flow,5296000000.0,4741000000.0,9747000000.0,9534000000.0
Stock Based Compensation,279000000.0,286000000.0,254000000.0,356000000.0
