,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,10270000000.0,10828000000.0,9366000000.0,9519000000.0
Total Debt,45492000000.0,44522000000.0,42064000000.0,39149000000.0
Current Debt,3373000000.0,2147000000.0,6517000000.0,2772000000.0
Long Term Debt,42119000000.0,42375000000.0,35547000000.0,36377000000.0
Total Assets,104816000000.0,100549000000.0,97703000000.0,92763000000.0
Total Liabilities Net Minority Interest,70541000000.0,74177000000.0,70223000000.0,66937000000.0
Total Equity Gross Minority Interest,34275000000.0,26372000000.0,27480000000.0,25826000000.0
