,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,4198000000.0,4107000000.0,3745000000.0,2556000000.0
Capital Expenditure,-564000000.0,-561000000.0,-705000000.0,-696000000.0
Depreciation And Amortization,630000000.0,605000000.0,567000000.0,545000000.0
Free Cash Flow,3634000000.0,3546000000.0,3040000000.0,1860000000.0
Stock Based Compensation,155000000.0,135000000.0,122000000.0,125000000.0
