,2026-06-30,2025-06-30,2024-06-30,2023-06-30
Operating Cash Flow,182935000000.0,136162000000.0,118548000000.0,87582000000.0
Capital Expenditure,-115948000000.0,-64551000000.0,-44477000000.0,-28107000000.0
Depreciation And Amortization,38534000000.0,29433000000.0,20958000000.0,13861000000.0
Free Cash Flow,66987000000.0,71611000000.0,74071000000.0,59475000000.0
Stock Based Compensation,12405000000.0,11974000000.0,10734000000.0,9611000000.0
