,2026-06-30,2025-06-30,2024-06-30,2023-06-30
Cash And Cash Equivalents,20935000000.0,30242000000.0,18315000000.0,34704000000.0
Total Debt,56826000000.0,60588000000.0,67127000000.0,59965000000.0
Current Debt,9227000000.0,2999000000.0,8942000000.0,5247000000.0
Long Term Debt,31067000000.0,40152000000.0,42688000000.0,41990000000.0
Total Assets,758376000000.0,619003000000.0,512163000000.0,411976000000.0
Total Liabilities Net Minority Interest,315989000000.0,275524000000.0,243686000000.0,205753000000.0
Total Equity Gross Minority Interest,442387000000.0,343479000000.0,268477000000.0,206223000000.0
