,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,2384000000.0,2408000000.0,2130000000.0,1769000000.0
Total Debt,7351000000.0,7746000000.0,7415000000.0,7863000000.0
Current Debt,,697000000.0,,
Long Term Debt,6994000000.0,6731000000.0,7001000000.0,7389000000.0
Total Assets,15830000000.0,15505000000.0,14622000000.0,14349000000.0
Total Liabilities Net Minority Interest,11625000000.0,11778000000.0,11146000000.0,11660000000.0
Total Equity Gross Minority Interest,4205000000.0,3727000000.0,3476000000.0,2689000000.0
