,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,3941000000.0,6136000000.0,4159000000.0,4326000000.0
Total Debt,27597000000.0,30655000000.0,28593000000.0,28439000000.0
Current Debt,2180000000.0,5880000000.0,4567000000.0,5231000000.0
Long Term Debt,24091000000.0,23289000000.0,22631000000.0,21800000000.0
Total Assets,70471000000.0,79750000000.0,75266000000.0,77821000000.0
Total Liabilities Net Minority Interest,52884000000.0,57195000000.0,54502000000.0,56120000000.0
Total Equity Gross Minority Interest,17587000000.0,22555000000.0,20764000000.0,21701000000.0
