,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,8350000000.0,9519000000.0,9426000000.0,7282000000.0
Capital Expenditure,-1591000000.0,-1614000000.0,-1435000000.0,-1709000000.0
Depreciation And Amortization,1353000000.0,1370000000.0,1148000000.0,1946000000.0
Free Cash Flow,6759000000.0,7905000000.0,7991000000.0,5573000000.0
Stock Based Compensation,255000000.0,292000000.0,192000000.0,177000000.0
